threshold,acc,precision,recall,tpr,f1,fpr,fnr,TN,FP,FN,TP
0.28900000000000003,0.9799041666666667,0.9798641779851679,0.9799458333333333,0.9799458333333333,0.9799050039581684,0.0201375,0.020054166666666668,470334,9666,9626,470374
0.2910000,0.9799313,0.9799652475383673,0.9798958333333333,0.9798958333333333,0.9799305,0.020033333333333334,0.020104166666666666,470384,9616,9650,470350
0.2930000,0.9799438,0.9800857753752151,0.9797958333333333,0.9797958333333333,0.9799407829074717,0.019908333333333333,0.020204166666666665,470444,9556,9698,470302
0.2950000,0.9799791666666666,0.9802232801674184,0.9797250,0.9797250,0.9799740767445059,0.019766666666666665,0.0202750,470512,9488,9732,470268
0.2970000,0.9800375,0.9803977983487616,0.9796625,0.9796625,0.9800300112542204,0.0195875,0.0203375,470598,9402,9762,470238
0.2990000,0.9800229166666666,0.9804813759795805,0.9795458333333333,0.9795458333333333,0.9800133813840353,0.0195000,0.020454166666666666,470640,9360,9818,470182
0.3010000,0.9800041666666667,0.9805688350478479,0.9794166666666667,0.9794166666666667,0.9799924122088395,0.019408333333333333,0.020583333333333332,470684,9316,9880,470120
0.3030000,0.9800125,0.9806573819874999,0.9793416666666667,0.9793416666666667,0.9799991,0.019316666666666666,0.020658333333333334,470728,9272,9916,470084
0.3050000,0.9800188,0.9807619278134115,0.9792458333333334,0.9792458333333334,0.9800032942128187,0.019208333333333334,0.020754166666666667,470780,9220,9962,470038
0.3070000,0.9800333333333333,0.9808748643459387,0.9791583333333334,0.9791583333333334,0.9800158,0.019091666666666667,0.020841666666666668,470836,9164,10004,469996
0.3090000,0.9800333333333333,0.9809551640644569,0.9790750,0.9790750,0.9800141802560789,0.019008333333333332,0.0209250,470876,9124,10044,469956
0.3110000,0.9800354166666667,0.9810556555361162,0.9789750,0.9789750,0.9800142234160808,0.018904166666666666,0.0210250,470926,9074,10092,469908
0.3130000,0.9800520833333334,0.9811607579130246,0.9789000,0.9789000,0.9800290751636781,0.018795833333333335,0.0211000,470978,9022,10128,469872
0.3150000,0.9800750,0.9812460320112273,0.9788583333333334,0.9788583333333334,0.9800507283862032,0.018708333333333334,0.021141666666666666,471020,8980,10148,469852
0.3170000,0.9800750,0.9813385135981952,0.9787625,0.9787625,0.9800488140684648,0.0186125,0.0212375,471066,8934,10194,469806
0.3190000,0.9800479166666667,0.9813696775730025,0.9786750,0.9786750,0.9800204864595351,0.018579166666666667,0.0213250,471082,8918,10236,469764
0.3210000,0.9800583333333334,0.9814706472318802,0.9785916666666666,0.9785916666666666,0.9800290425958071,0.0184750,0.021408333333333335,471132,8868,10276,469724
0.3230000,0.9800729166666666,0.9815838861093347,0.9785041666666666,0.9785041666666666,0.9800416069375499,0.018358333333333334,0.021495833333333332,471188,8812,10318,469682
0.3250000,0.9800708333333333,0.9816724,0.9784083333333333,0.9784083333333333,0.9800376459196747,0.018266666666666667,0.021591666666666665,471232,8768,10364,469636
0.3270000,0.9800750,0.9817651928850384,0.9783208333333333,0.9783208333333333,0.9800399868101962,0.018170833333333334,0.021679166666666666,471278,8722,10406,469594
